ID;Event;Title;Role;Date;EventName;EventType
14a-280_0;DL_WFCaseTypeStep|539;Inform application of board review;ls;2014-04-16 10:36:50.713;Inform application of board review;Task
14a-280_0;DL_WFCaseTypeStep|485;Round approved;administrator;2014-04-16 19:25:05.497;Round approved;Task
14a-280_0;DL_WFCaseTypeStep|477;Reject;administrator;2014-04-16 19:25:05.773;Reject;Task
14a-280_0;DL_WFCaseTypeStep|486;Applicant informed;ls;2014-04-28 14:13:25.560;Applicant informed;Task
14a-280_0;DL_WFCaseTypeStep|538;Change phase to Abort;suser;2014-04-28 14:16:07.930;Change phase to Abort;Task
14a-281_0;DL_WFCaseTypeStep|497;Fill out application;Ansøger;2014-02-07 14:44:49.593;Fill out application;Task
14a-281_0;DL_WFCaseTypeStep|469;Approved - to board;ls;2014-02-10 18:48:20.713;Approved - to board;Task
14a-281_0;DL_WFCaseTypeStep|518;Change phase to Review;ANONYMOUS LOGON;2014-02-10 18:48:22.357;Change phase to Review;Task
14a-281_0;DL_WFCaseTypeStep|471;Lawyer Review;cbc;2014-03-09 09:46:42.340;Lawyer Review;Task
14a-281_0;DL_WFCaseTypeStep|474;Review;bry;2014-03-10 11:43:32.140;Review;Task
14a-281_0;DL_WFCaseTypeStep|473;Review;br;2014-03-22 22:33:36.517;Review;Task
14a-281_0;DL_WFCaseTypeStep|472;Architect Review;mp;2014-03-23 16:28:49.490;Architect Review;Task
14a-281_0;DL_WFCaseTypeStep|475;Register Decision;ls;2014-03-27 12:08:55.133;Register Decision;Task
14a-281_0;DL_WFCaseTypeStep|519;Change phase to Board meeting;suser;2014-03-27 12:09:04.460;Change phase to Board meeting;Task
14a-281_0;DL_WFCaseTypeStep|510;Round ends;suser;2014-04-09 03:00:05.257;Round ends;Task
14a-281_0;DL_WFCaseTypeStep|485;Round approved;ANONYMOUS LOGON;2014-04-15 14:50:50.053;Round approved;Task
14a-281_0;DL_WFCaseTypeStep|539;Inform application of board review;ls;2014-04-16 10:36:50.817;Inform application of board review;Task
14a-281_0;DL_WFCaseTypeStep|485;Round approved;administrator;2014-04-16 19:25:05.497;Round approved;Task
14a-281_0;DL_WFCaseTypeStep|477;Reject;administrator;2014-04-16 19:25:05.773;Reject;Task
14a-281_0;DL_WFCaseTypeStep|486;Applicant informed;ls;2014-04-28 12:23:50.227;Applicant informed;Task
14a-281_0;DL_WFCaseTypeStep|538;Change phase to Abort;suser;2014-04-28 12:25:04.850;Change phase to Abort;Task
14a-283_0;DL_WFCaseTypeStep|497;Fill out application;Ansøger;2014-02-11 18:18:25.350;Fill out application;Task
14a-283_0;DL_WFCaseTypeStep|470;Screening reject;ls;2014-02-13 15:56:53.900;Screening reject;Task
14a-283_0;DL_WFCaseTypeStep|510;Round ends;suser;2014-04-09 03:00:05.260;Round ends;Task
14a-283_0;DL_WFCaseTypeStep|486;Applicant informed;ls;2014-04-14 09:31:56.107;Applicant informed;Task
14a-283_0;DL_WFCaseTypeStep|538;Change phase to Abort;ANONYMOUS LOGON;2014-04-14 09:32:21.610;Change phase to Abort;Task
14a-284_0;DL_WFCaseTypeStep|497;Fill out application;Ansøger;2014-02-11 22:49:17.827;Fill out application;Task
14a-284_0;DL_WFCaseTypeStep|469;Approved - to board;ls;2014-02-13 15:58:00.373;Approved - to board;Task
14a-284_0;DL_WFCaseTypeStep|518;Change phase to Review;ANONYMOUS LOGON;2014-02-13 15:58:02.193;Change phase to Review;Task
14a-284_0;DL_WFCaseTypeStep|472;Architect Review;mp;2014-03-04 17:18:21.520;Architect Review;Task
14a-284_0;DL_WFCaseTypeStep|474;Review;bry;2014-03-10 11:39:56.880;Review;Task
14a-284_0;DL_WFCaseTypeStep|471;Lawyer Review;cbc;2014-03-25 19:12:56.157;Lawyer Review;Task
14a-284_0;DL_WFCaseTypeStep|471;Lawyer Review;cbc;2014-03-25 19:16:35.247;Lawyer Review;Task
14a-284_0;DL_WFCaseTypeStep|473;Review;br;2014-03-25 21:30:08.147;Review;Task
14a-284_0;DL_WFCaseTypeStep|475;Register Decision;ls;2014-03-27 14:24:49.710;Register Decision;Task
14a-284_0;DL_WFCaseTypeStep|519;Change phase to Board meeting;suser;2014-03-27 14:25:08.560;Change phase to Board meeting;Task
14a-284_0;DL_WFCaseTypeStep|510;Round ends;suser;2014-04-09 03:00:05.260;Round ends;Task
14a-284_0;DL_WFCaseTypeStep|485;Round approved;ANONYMOUS LOGON;2014-04-15 14:50:50.053;Round approved;Task
14a-284_0;DL_WFCaseTypeStep|539;Inform application of board review;ls;2014-04-16 10:36:50.897;Inform application of board review;Task
14a-284_0;DL_WFCaseTypeStep|485;Round approved;administrator;2014-04-16 19:25:05.500;Round approved;Task
14a-284_0;DL_WFCaseTypeStep|477;Reject;administrator;2014-04-16 19:25:05.773;Reject;Task
14a-284_0;DL_WFCaseTypeStep|486;Applicant informed;ls;2014-04-29 09:59:59.250;Applicant informed;Task
14a-284_0;DL_WFCaseTypeStep|538;Change phase to Abort;suser;2014-04-29 10:02:25.227;Change phase to Abort;Task
14a-285_0;DL_WFCaseTypeStep|497;Fill out application;Ansøger;2014-02-13 10:09:51.070;Fill out application;Task
14a-285_0;DL_WFCaseTypeStep|469;Approved - to board;ls;2014-02-13 15:58:31.587;Approved - to board;Task
14a-285_0;DL_WFCaseTypeStep|518;Change phase to Review;ANONYMOUS LOGON;2014-02-13 15:58:34.230;Change phase to Review;Task
14a-285_0;DL_WFCaseTypeStep|471;Lawyer Review;cbc;2014-03-09 09:37:11.660;Lawyer Review;Task
14a-285_0;DL_WFCaseTypeStep|474;Review;bry;2014-03-10 11:39:36.133;Review;Task
14a-285_0;DL_WFCaseTypeStep|472;Architect Review;mp;2014-03-23 21:27:19.493;Architect Review;Task
14a-285_0;DL_WFCaseTypeStep|473;Review;br;2014-03-25 21:30:45.280;Review;Task
14a-285_0;DL_WFCaseTypeStep|475;Register Decision;ls;2014-03-27 09:29:32.080;Register Decision;Task
14a-285_0;DL_WFCaseTypeStep|519;Change phase to Board meeting;suser;2014-03-27 09:30:05.020;Change phase to Board meeting;Task
14a-285_0;DL_WFCaseTypeStep|510;Round ends;suser;2014-04-09 03:00:05.260;Round ends;Task
14a-285_0;DL_WFCaseTypeStep|485;Round approved;ANONYMOUS LOGON;2014-04-15 14:50:50.053;Round approved;Task
14a-285_0;DL_WFCaseTypeStep|539;Inform application of board review;ls;2014-04-16 10:36:50.957;Inform application of board review;Task
14a-285_0;DL_WFCaseTypeStep|485;Round approved;administrator;2014-04-16 19:25:05.500;Round approved;Task
14a-285_0;DL_WFCaseTypeStep|477;Reject;administrator;2014-04-16 19:25:05.773;Reject;Task
14a-285_0;DL_WFCaseTypeStep|486;Applicant informed;ls;2014-04-28 11:50:00.240;Applicant informed;Task
14a-285_0;DL_WFCaseTypeStep|538;Change phase to Abort;suser;2014-04-28 11:50:48.193;Change phase to Abort;Task
14a-286_0;DL_WFCaseTypeStep|497;Fill out application;Ansøger;2014-02-13 14:03:55.460;Fill out application;Task
14a-286_0;DL_WFCaseTypeStep|469;Approved - to board;ls;2014-02-13 15:58:47.700;Approved - to board;Task
14a-286_0;DL_WFCaseTypeStep|518;Change phase to Review;ANONYMOUS LOGON;2014-02-13 15:58:50.167;Change phase to Review;Task
14a-286_0;DL_WFCaseTypeStep|472;Architect Review;mp;2014-03-10 19:53:21.867;Architect Review;Task
14a-286_0;DL_WFCaseTypeStep|474;Review;bry;2014-03-11 17:13:51.087;Review;Task
14a-286_0;DL_WFCaseTypeStep|471;Lawyer Review;cbc;2014-03-25 19:10:55.853;Lawyer Review;Task
14a-286_0;DL_WFCaseTypeStep|473;Review;br;2014-03-25 21:32:51.737;Review;Task
14a-286_0;DL_WFCaseTypeStep|475;Register Decision;ls;2014-03-27 13:49:40.873;Register Decision;Task
14a-286_0;DL_WFCaseTypeStep|519;Change phase to Board meeting;suser;2014-03-27 13:50:06.770;Change phase to Board meeting;Task
14a-286_0;DL_WFCaseTypeStep|510;Round ends;suser;2014-04-09 03:00:05.260;Round ends;Task
14a-286_0;DL_WFCaseTypeStep|485;Round approved;ANONYMOUS LOGON;2014-04-15 14:50:50.053;Round approved;Task
14a-286_0;DL_WFCaseTypeStep|539;Inform application of board review;ls;2014-04-16 10:36:51.020;Inform application of board review;Task
14a-286_0;DL_WFCaseTypeStep|485;Round approved;administrator;2014-04-16 19:25:05.500;Round approved;Task
14a-286_0;DL_WFCaseTypeStep|478;Approve;administrator;2014-04-16 19:25:05.777;Approve;Task
14a-286_0;DL_WFCaseTypeStep|531;Change phase to Preparation;suser;2014-04-16 19:33:25.390;Change phase to Preparation;Task
14a-287_0;DL_WFCaseTypeStep|497;Fill out application;Ansøger;2014-02-13 15:42:22.173;Fill out application;Task
14a-287_0;DL_WFCaseTypeStep|469;Approved - to board;ls;2014-02-13 16:01:29.013;Approved - to board;Task
14a-287_0;DL_WFCaseTypeStep|518;Change phase to Review;ANONYMOUS LOGON;2014-02-13 16:01:31.607;Change phase to Review;Task
14a-287_0;DL_WFCaseTypeStep|471;Lawyer Review;cbc;2014-03-09 09:25:30.207;Lawyer Review;Task
14a-287_0;DL_WFCaseTypeStep|474;Review;bry;2014-03-10 11:38:44.360;Review;Task
14a-287_0;DL_WFCaseTypeStep|473;Review;br;2014-03-22 22:45:39.820;Review;Task
14a-287_0;DL_WFCaseTypeStep|472;Architect Review;mp;2014-03-23 16:27:09.073;Architect Review;Task
14a-287_0;DL_WFCaseTypeStep|475;Register Decision;ls;2014-03-27 12:10:29.370;Register Decision;Task
14a-287_0;DL_WFCaseTypeStep|519;Change phase to Board meeting;suser;2014-03-27 12:11:02.490;Change phase to Board meeting;Task
14a-287_0;DL_WFCaseTypeStep|510;Round ends;suser;2014-04-09 03:00:05.263;Round ends;Task
14a-287_0;DL_WFCaseTypeStep|485;Round approved;ANONYMOUS LOGON;2014-04-15 14:50:50.053;Round approved;Task
14a-287_0;DL_WFCaseTypeStep|539;Inform application of board review;ls;2014-04-16 10:36:51.083;Inform application of board review;Task
14a-287_0;DL_WFCaseTypeStep|485;Round approved;administrator;2014-04-16 19:25:05.500;Round approved;Task
14a-287_0;DL_WFCaseTypeStep|477;Reject;administrator;2014-04-16 19:25:05.777;Reject;Task
14a-287_0;DL_WFCaseTypeStep|486;Applicant informed;ls;2014-04-28 12:23:50.627;Applicant informed;Task
14a-287_0;DL_WFCaseTypeStep|538;Change phase to Abort;suser;2014-04-28 12:25:10.547;Change phase to Abort;Task
14a-288_0;DL_WFCaseTypeStep|497;Fill out application;Ansøger;2014-02-14 16:47:06.510;Fill out application;Task
14a-288_0;DL_WFCaseTypeStep|470;Screening reject;ls;2014-02-15 13:55:56.777;Screening reject;Task
14a-288_0;DL_WFCaseTypeStep|469;Approved - to board;ls;2014-02-15 13:56:06.867;Approved - to board;Task
14a-288_0;DL_WFCaseTypeStep|518;Change phase to Review;ANONYMOUS LOGON;2014-02-15 13:56:09.053;Change phase to Review;Task
14a-288_1;DL_WFCaseTypeStep|497;Fill out application;Ansøger;2014-02-15 18:52:26.673;Fill out application;Task
14a-288_1;DL_WFCaseTypeStep|470;Screening reject;ls;2014-02-15 18:54:08.873;Screening reject;Task
14a-288_1;DL_WFCaseTypeStep|510;Round ends;suser;2014-04-09 03:00:05.263;Round ends;Task
14a-288_1;DL_WFCaseTypeStep|486;Applicant informed;ls;2014-04-10 21:49:21.050;Applicant informed;Task
14a-288_1;DL_WFCaseTypeStep|538;Change phase to Abort;ls;2014-04-10 21:49:45.010;Change phase to Abort;Task
14a-289_0;DL_WFCaseTypeStep|497;Fill out application;Ansøger;2014-02-15 14:58:01.137;Fill out application;Task
14a-289_0;DL_WFCaseTypeStep|470;Screening reject;ls;2014-02-15 18:36:30.297;Screening reject;Task
14a-289_0;DL_WFCaseTypeStep|486;Applicant informed;ls;2014-02-15 18:36:39.610;Applicant informed;Task
14a-289_0;DL_WFCaseTypeStep|538;Change phase to Abort;ANONYMOUS LOGON;2014-02-15 18:36:43.290;Change phase to Abort;Task
14a-289_0;DL_WFCaseTypeStep|486;Applicant informed;ls;2014-04-10 16:00:29.670;Applicant informed;Task
14a-289_0;DL_WFCaseTypeStep|538;Change phase to Abort;ls;2014-04-10 16:00:32.343;Change phase to Abort;Task
14a-290_0;DL_WFCaseTypeStep|497;Fill out application;Ansøger;2014-02-15 15:34:56.737;Fill out application;Task
14a-290_0;DL_WFCaseTypeStep|470;Screening reject;ls;2014-02-15 18:38:52.187;Screening reject;Task
14a-290_0;DL_WFCaseTypeStep|486;Applicant informed;ls;2014-02-15 18:38:57.947;Applicant informed;Task
14a-290_0;DL_WFCaseTypeStep|538;Change phase to Abort;ANONYMOUS LOGON;2014-02-15 18:39:01.403;Change phase to Abort;Task
14a-291_0;DL_WFCaseTypeStep|497;Fill out application;Ansøger;2014-02-15 15:48:00.620;Fill out application;Task
14a-291_0;DL_WFCaseTypeStep|470;Screening reject;ls;2014-02-15 18:39:30.390;Screening reject;Task
14a-291_0;DL_WFCaseTypeStep|486;Applicant informed;ls;2014-02-15 18:39:36.170;Applicant informed;Task
14a-291_0;DL_WFCaseTypeStep|538;Change phase to Abort;ANONYMOUS LOGON;2014-02-15 18:39:39.263;Change phase to Abort;Task
14a-292_0;DL_WFCaseTypeStep|497;Fill out application;Ansøger;2014-02-15 16:49:35.070;Fill out application;Task
14a-292_0;DL_WFCaseTypeStep|470;Screening reject;ls;2014-02-15 18:39:59.580;Screening reject;Task
14a-292_0;DL_WFCaseTypeStep|486;Applicant informed;ls;2014-02-15 18:40:06.207;Applicant informed;Task
14a-292_0;DL_WFCaseTypeStep|538;Change phase to Abort;ANONYMOUS LOGON;2014-02-15 18:40:10.283;Change phase to Abort;Task
14a-293_0;DL_WFCaseTypeStep|497;Fill out application;Ansøger;2014-02-15 17:44:31.690;Fill out application;Task
14a-293_0;DL_WFCaseTypeStep|470;Screening reject;ls;2014-02-15 18:40:36.013;Screening reject;Task
14a-293_0;DL_WFCaseTypeStep|486;Applicant informed;ls;2014-02-15 18:41:25.533;Applicant informed;Task
14a-293_0;DL_WFCaseTypeStep|538;Change phase to Abort;ANONYMOUS LOGON;2014-02-15 18:41:28.770;Change phase to Abort;Task
14a-294_0;DL_WFCaseTypeStep|497;Fill out application;Ansøger;2014-02-15 18:10:07.647;Fill out application;Task
14a-294_0;DL_WFCaseTypeStep|470;Screening reject;ls;2014-02-15 18:42:27.350;Screening reject;Task
14a-294_0;DL_WFCaseTypeStep|486;Applicant informed;ls;2014-02-15 18:42:36.840;Applicant informed;Task
14a-294_0;DL_WFCaseTypeStep|538;Change phase to Abort;ANONYMOUS LOGON;2014-02-15 18:42:39.903;Change phase to Abort;Task
14a-295_0;DL_WFCaseTypeStep|497;Fill out application;Ansøger;2014-02-15 18:29:47.573;Fill out application;Task
14a-295_0;DL_WFCaseTypeStep|470;Screening reject;ls;2014-02-15 18:43:15.123;Screening reject;Task
14a-295_0;DL_WFCaseTypeStep|486;Applicant informed;ls;2014-02-15 18:43:20.490;Applicant informed;Task
14a-295_0;DL_WFCaseTypeStep|538;Change phase to Abort;ANONYMOUS LOGON;2014-02-15 18:43:23.677;Change phase to Abort;Task
14a-296_0;DL_WFCaseTypeStep|497;Fill out application;Ansøger;2014-02-17 15:17:03.217;Fill out application;Task
14a-296_0;DL_WFCaseTypeStep|469;Approved - to board;ls;2014-02-17 16:07:51.970;Approved - to board;Task
14a-296_0;DL_WFCaseTypeStep|518;Change phase to Review;ANONYMOUS LOGON;2014-02-17 16:07:56.280;Change phase to Review;Task
14a-296_0;DL_WFCaseTypeStep|472;Architect Review;mp;2014-03-04 16:58:12.540;Architect Review;Task
14a-296_0;DL_WFCaseTypeStep|474;Review;bry;2014-03-10 11:37:59.997;Review;Task
14a-296_0;DL_WFCaseTypeStep|471;Lawyer Review;cbc;2014-03-25 21:04:42.653;Lawyer Review;Task
14a-296_0;DL_WFCaseTypeStep|473;Review;br;2014-03-25 21:33:49.340;Review;Task
14a-296_0;DL_WFCaseTypeStep|475;Register Decision;ls;2014-03-27 14:24:38.323;Register Decision;Task
14a-296_0;DL_WFCaseTypeStep|519;Change phase to Board meeting;suser;2014-03-27 14:25:06.607;Change phase to Board meeting;Task
14a-296_0;DL_WFCaseTypeStep|510;Round ends;suser;2014-04-09 03:00:05.263;Round ends;Task
14a-296_0;DL_WFCaseTypeStep|485;Round approved;ANONYMOUS LOGON;2014-04-15 14:50:50.053;Round approved;Task
14a-296_0;DL_WFCaseTypeStep|539;Inform application of board review;ls;2014-04-16 10:36:51.153;Inform application of board review;Task
14a-296_0;DL_WFCaseTypeStep|485;Round approved;administrator;2014-04-16 19:25:05.503;Round approved;Task
14a-296_0;DL_WFCaseTypeStep|477;Reject;administrator;2014-04-16 19:25:05.777;Reject;Task
14a-296_0;DL_WFCaseTypeStep|486;Applicant informed;ls;2014-04-29 09:59:59.530;Applicant informed;Task
14a-296_0;DL_WFCaseTypeStep|538;Change phase to Abort;suser;2014-04-29 10:02:28.907;Change phase to Abort;Task
14b-297_0;DL_WFCaseTypeStep|497;Fill out application;Ansøger;2014-02-19 17:57:57.490;Fill out application;Task
14b-297_0;DL_WFCaseTypeStep|469;Approved - to board;ls;2014-02-19 19:50:41.023;Approved - to board;Task
14b-297_0;DL_WFCaseTypeStep|518;Change phase to Review;ANONYMOUS LOGON;2014-02-19 19:50:44.983;Change phase to Review;Task
14b-297_0;DL_WFCaseTypeStep|472;Architect Review;mp;2014-03-05 19:43:03.563;Architect Review;Task
14b-297_0;DL_WFCaseTypeStep|474;Review;bry;2014-03-10 11:37:26.973;Review;Task
14b-297_0;DL_WFCaseTypeStep|471;Lawyer Review;cbc;2014-03-25 21:04:25.450;Lawyer Review;Task
14b-297_0;DL_WFCaseTypeStep|473;Review;br;2014-03-25 21:35:28.477;Review;Task
14b-297_0;DL_WFCaseTypeStep|475;Register Decision;ls;2014-03-27 13:49:31.263;Register Decision;Task
14b-297_0;DL_WFCaseTypeStep|519;Change phase to Board meeting;suser;2014-03-27 13:50:05.380;Change phase to Board meeting;Task
14b-297_0;DL_WFCaseTypeStep|510;Round ends;suser;2014-04-09 03:00:05.267;Round ends;Task
14b-297_0;DL_WFCaseTypeStep|539;Inform application of board review;ls;2014-04-13 00:55:41.017;Inform application of board review;Task
14b-297_0;DL_WFCaseTypeStep|485;Round approved;ANONYMOUS LOGON;2014-04-15 14:50:50.057;Round approved;Task
14b-297_0;DL_WFCaseTypeStep|485;Round approved;administrator;2014-04-16 19:25:05.503;Round approved;Task
14b-297_0;DL_WFCaseTypeStep|478;Approve;administrator;2014-04-16 19:25:05.780;Approve;Task
14b-297_0;DL_WFCaseTypeStep|531;Change phase to Preparation;suser;2014-04-16 19:33:29.080;Change phase to Preparation;Task
14b-297_0;DL_WFCaseTypeStep|539;Inform application of board review;ls;2014-04-18 09:10:50.987;Inform application of board review;Task
14b-298_0;DL_WFCaseTypeStep|497;Fill out application;Ansøger;2014-02-20 19:31:51.083;Fill out application;Task
14b-298_0;DL_WFCaseTypeStep|469;Approved - to board;ls;2014-04-09 16:12:46.260;Approved - to board;Task
14b-298_0;DL_WFCaseTypeStep|518;Change phase to Review;ls;2014-04-09 16:12:49.037;Change phase to Review;Task
14b-298_0;DL_WFCaseTypeStep|539;Inform application of board review;ls;2014-04-25 16:45:29.193;Inform application of board review;Task
14b-298_0;DL_WFCaseTypeStep|475;Register Decision;ls;2015-05-03 17:44:02.313;Register Decision;Task
14b-298_0;DL_WFCaseTypeStep|519;Change phase to Board meeting;administrator;2015-05-03 17:44:06.730;Change phase to Board meeting;Task
14b-298_0;DL_WFCaseTypeStep|471;Lawyer Review;ls;2015-05-03 17:45:20.150;Lawyer Review;Task
14b-298_0;DL_WFCaseTypeStep|472;Architect Review;administrator;2015-05-03 17:46:12.650;Architect Review;Task
14b-298_0;DL_WFCaseTypeStep|473;Review;administrator;2015-05-03 17:49:59.267;Review;Task
14b-298_0;DL_WFCaseTypeStep|474;Review;administrator;2015-05-03 17:51:52.907;Review;Task
14b-298_0;DL_WFCaseTypeStep|477;Reject;recover;2015-05-03 20:24:15.910;Reject;Task
14b-298_0;DL_WFCaseTypeStep|485;Round approved;recover;2015-05-03 20:24:20.187;Round approved;Task
14b-298_0;DL_WFCaseTypeStep|510;Round ends;recover;2015-05-03 20:24:22.023;Round ends;Task
14b-298_0;DL_WFCaseTypeStep|486;Applicant informed;recover;2015-05-03 20:24:23.750;Applicant informed;Task
14b-298_0;DL_WFCaseTypeStep|538;Change phase to Abort;administrator;2015-05-03 20:24:27.880;Change phase to Abort;Task
14b-298_0;DL_WFCaseTypeStep|538;Change phase to Abort;recover;2015-05-03 20:24:28.193;Change phase to Abort;Task
14b-299_0;DL_WFCaseTypeStep|497;Fill out application;Ansøger;2014-02-21 08:53:20.557;Fill out application;Task
14b-299_0;DL_WFCaseTypeStep|469;Approved - to board;ls;2014-03-19 10:07:47.897;Approved - to board;Task
14b-299_0;DL_WFCaseTypeStep|518;Change phase to Review;ANONYMOUS LOGON;2014-03-19 10:07:51.933;Change phase to Review;Task
14b-299_0;DL_WFCaseTypeStep|469;Approved - to board;ls;2014-03-19 10:16:06.763;Approved - to board;Task
14b-299_0;DL_WFCaseTypeStep|518;Change phase to Review;ANONYMOUS LOGON;2014-03-19 10:16:08.427;Change phase to Review;Task
14b-299_0;DL_WFCaseTypeStep|469;Approved - to board;ls;2014-03-19 10:22:42.203;Approved - to board;Task
14b-299_0;DL_WFCaseTypeStep|518;Change phase to Review;ANONYMOUS LOGON;2014-03-19 10:22:44.000;Change phase to Review;Task
14b-299_0;DL_WFCaseTypeStep|539;Inform application of board review;ls;2014-03-19 10:47:27.213;Inform application of board review;Task
14b-299_0;DL_WFCaseTypeStep|472;Architect Review;mp;2014-06-17 13:26:45.433;Architect Review;Task
14b-299_0;DL_WFCaseTypeStep|472;Architect Review;mp;2014-06-17 13:26:50.437;Architect Review;Task
14b-299_0;DL_WFCaseTypeStep|472;Architect Review;mp;2014-06-20 10:26:32.980;Architect Review;Task
14b-299_0;DL_WFCaseTypeStep|472;Architect Review;mp;2014-06-20 10:30:47.917;Architect Review;Task
14b-299_0;DL_WFCaseTypeStep|475;Register Decision;ls;2014-06-20 10:32:12.480;Register Decision;Task
14b-299_0;DL_WFCaseTypeStep|519;Change phase to Board meeting;suser;2014-06-20 10:33:04.113;Change phase to Board meeting;Task
14b-299_0;DL_WFCaseTypeStep|472;Architect Review;mp;2014-06-20 10:33:48.617;Architect Review;Task
14b-299_0;DL_WFCaseTypeStep|472;Architect Review;mp;2014-06-23 15:26:23.993;Architect Review;Task
14b-299_0;DL_WFCaseTypeStep|471;Lawyer Review;suser;2015-05-03 17:45:23.190;Lawyer Review;Task
14b-299_0;DL_WFCaseTypeStep|473;Review;suser;2015-05-03 17:50:00.090;Review;Task
14b-299_0;DL_WFCaseTypeStep|474;Review;suser;2015-05-03 17:51:53.707;Review;Task
14b-299_0;DL_WFCaseTypeStep|475;Register Decision;ls;2015-05-03 18:20:44.927;Register Decision;Task
14b-299_0;DL_WFCaseTypeStep|472;Architect Review;mp;2015-05-03 18:20:44.930;Architect Review;Task
14b-299_0;DL_WFCaseTypeStep|519;Change phase to Board meeting;administrator;2015-05-03 18:20:47.940;Change phase to Board meeting;Task
14b-299_0;DL_WFCaseTypeStep|477;Reject;recover;2015-05-03 20:24:29.927;Reject;Task
14b-299_0;DL_WFCaseTypeStep|485;Round approved;recover;2015-05-03 20:24:31.590;Round approved;Task
14b-299_0;DL_WFCaseTypeStep|510;Round ends;recover;2015-05-03 20:24:32.903;Round ends;Task
14b-299_0;DL_WFCaseTypeStep|486;Applicant informed;recover;2015-05-03 20:24:34.397;Applicant informed;Task
14b-299_0;DL_WFCaseTypeStep|538;Change phase to Abort;administrator;2015-05-03 20:24:38.193;Change phase to Abort;Task
14b-299_0;DL_WFCaseTypeStep|538;Change phase to Abort;recover;2015-05-03 20:24:38.503;Change phase to Abort;Task
14b-300_0;DL_WFCaseTypeStep|497;Fill out application;Ansøger;2014-02-21 13:13:20.887;Fill out application;Task
14b-300_0;DL_WFCaseTypeStep|470;Screening reject;ls;2014-03-12 09:51:18.837;Screening reject;Task
14b-300_0;DL_WFCaseTypeStep|486;Applicant informed;ls;2014-03-12 10:46:41.090;Applicant informed;Task
14b-300_0;DL_WFCaseTypeStep|538;Change phase to Abort;ls;2014-03-12 10:46:46.427;Change phase to Abort;Task
14b-301_0;DL_WFCaseTypeStep|497;Fill out application;Ansøger;2014-02-23 18:59:09.140;Fill out application;Task
14b-301_0;DL_WFCaseTypeStep|470;Screening reject;ls;2014-04-09 16:33:39.893;Screening reject;Task
14b-301_0;DL_WFCaseTypeStep|486;Applicant informed;ls;2014-04-10 13:23:33.180;Applicant informed;Task
14b-301_0;DL_WFCaseTypeStep|538;Change phase to Abort;ANONYMOUS LOGON;2014-04-10 13:23:38.407;Change phase to Abort;Task
14b-302_0;DL_WFCaseTypeStep|497;Fill out application;Ansøger;2014-02-25 00:04:25.977;Fill out application;Task
14b-302_0;DL_WFCaseTypeStep|469;Approved - to board;ls;2014-04-09 16:30:27.557;Approved - to board;Task
14b-302_0;DL_WFCaseTypeStep|518;Change phase to Review;ls;2014-04-09 16:30:30.367;Change phase to Review;Task
14b-302_0;DL_WFCaseTypeStep|539;Inform application of board review;ls;2014-04-25 16:45:29.480;Inform application of board review;Task
14b-302_0;DL_WFCaseTypeStep|475;Register Decision;ls;2015-05-03 17:44:06.737;Register Decision;Task
14b-302_0;DL_WFCaseTypeStep|519;Change phase to Board meeting;administrator;2015-05-03 17:44:09.450;Change phase to Board meeting;Task
14b-302_0;DL_WFCaseTypeStep|472;Architect Review;mp;2015-05-03 17:46:13.513;Architect Review;Task
14b-302_0;DL_WFCaseTypeStep|471;Lawyer Review;administrator;2015-05-03 17:48:32.677;Lawyer Review;Task
14b-302_0;DL_WFCaseTypeStep|473;Review;administrator;2015-05-03 17:50:00.983;Review;Task
14b-302_0;DL_WFCaseTypeStep|474;Review;administrator;2015-05-03 17:51:54.343;Review;Task
14b-302_0;DL_WFCaseTypeStep|477;Reject;recover;2015-05-03 20:24:40.493;Reject;Task
14b-302_0;DL_WFCaseTypeStep|485;Round approved;recover;2015-05-03 20:24:41.937;Round approved;Task
14b-302_0;DL_WFCaseTypeStep|510;Round ends;recover;2015-05-03 20:24:43.170;Round ends;Task
14b-302_0;DL_WFCaseTypeStep|486;Applicant informed;recover;2015-05-03 20:24:44.663;Applicant informed;Task
14b-302_0;DL_WFCaseTypeStep|538;Change phase to Abort;administrator;2015-05-03 20:24:48.573;Change phase to Abort;Task
14b-302_0;DL_WFCaseTypeStep|538;Change phase to Abort;recover;2015-05-03 20:24:48.910;Change phase to Abort;Task
14b-303_0;DL_WFCaseTypeStep|497;Fill out application;Ansøger;2014-03-06 20:39:06.590;Fill out application;Task
14b-303_0;DL_WFCaseTypeStep|469;Approved - to board;ls;2014-04-09 16:38:10.013;Approved - to board;Task
14b-303_0;DL_WFCaseTypeStep|518;Change phase to Review;ls;2014-04-09 16:38:12.750;Change phase to Review;Task
14b-303_0;DL_WFCaseTypeStep|539;Inform application of board review;ls;2014-04-25 16:45:29.760;Inform application of board review;Task
14b-303_0;DL_WFCaseTypeStep|472;Architect Review;ls;2015-05-03 18:14:48.983;Architect Review;Task
14b-303_0;DL_WFCaseTypeStep|471;Lawyer Review;administrator;2015-05-03 18:15:52.543;Lawyer Review;Task
14b-303_0;DL_WFCaseTypeStep|473;Review;administrator;2015-05-03 18:16:20.420;Review;Task
14b-303_0;DL_WFCaseTypeStep|474;Review;administrator;2015-05-03 18:16:58.503;Review;Task
14b-303_0;DL_WFCaseTypeStep|475;Register Decision;ls;2015-05-03 18:18:32.900;Register Decision;Task
